awning	المظلة	adjective	medium
badge	شارة	noun	easy
barber	حلاق	verb	medium
barrel	برميل	noun	medium
basket	سلة	noun	medium
bedroom	غرفة نوم	noun	medium
beet	بنجر	noun	easy
bonnet	غطاء محرك السيارة	noun	medium
booth	كشك	noun	easy
bouquet	باقة	noun	medium
bracelet	إسورة	noun	medium
brand	ماركة	noun	easy
brass	النحاس	noun	easy
bunker	القبو	verb	medium
chili	الفلفل الحار	noun	easy
chopstick	عود	noun	hard
circus	سيرك	noun	medium
cola	كولا	noun	easy
cork	الفلين	noun	easy
cradle	مهد	noun	medium
crate	قفص	verb	easy
creek	الخور	noun	easy
crib	سرير	noun	easy
croissant	كرواسون	noun	hard
crumb	كسرة خبز	noun	easy
daisy	ديزي	noun	easy
dashboard	لوحة القيادة	noun	hard
daylight	ضوء النهار	noun	medium
deck	ظهر السفينة	noun	easy
dessert	حَلوَى	noun	medium
diamond	الماس	noun	medium
diary	مذكرة	noun	easy
diner	العشاء	verb	easy
dirt	الأوساخ	noun	easy
dish	طبق	noun	easy
dishcloth	قماشة الصحون	noun	hard
doghouse	بيت الكلب	noun	medium
doll	لعبة	noun	easy
doorway	مدخل	noun	medium
doughnut	كعكة محلاة	noun	medium
dresser	مضمد	verb	medium
duckling	البطيطة	adjective	medium
dumpling	زلابية	adjective	medium
dust	تراب	noun	easy
dustpan	مجرود	noun	medium
earring	حلق	adjective	medium
eggplant	باذنجان	noun	medium
emerald	الزمرد	noun	medium
farmhouse	مزرعة	noun	hard
feather	ريشة	verb	medium
fiddle	كمان	noun	medium
fingerprint	بصمة	noun	hard
firework	ألعاب نارية	noun	medium
fishbowl	حوض السمك	noun	medium
fist	قبضة	noun	easy
flagpole	سارية العلم	noun	medium
flavor	نكهة	noun	medium
foam	رغوة	noun	easy
fondue	مخفوق بالجبن	noun	medium
friendship	الصداقة	noun	hard
fringe	هامش	noun	medium
fryer	المقلاة	verb	easy
garment	ملابس	noun	medium
gazebo	شرفة المراقبة	noun	medium
gem	جوهرة	noun	easy
ghost	شبح	noun	easy
gong	غونغ	noun	easy
gown	ثوب	noun	easy
grave	خطير	noun	easy
gravel	الحصى	noun	medium
gravy	المرق	noun	easy
grill	شواء	noun	easy
grocer	البقال	verb	medium
grocery	خضروات	noun	medium
haircut	قصة شعر	noun	medium
hammock	أرجوحة	noun	medium
handkerchief	منديل	noun	hard
handshake	مصافحة	noun	hard
hatch	يفقس	noun	easy
haystack	كومة قش	noun	medium
headband	عقال	noun	medium
headset	سماعة الرأس	noun	medium
hedge	التحوط	noun	easy
helper	المساعد	verb	medium
herd	قطيع	noun	easy
hillside	التلال	noun	medium
hinge	المفصلي	noun	easy
homeroom	com.homeroom	noun	medium
hood	كَبُّوت	noun	easy
hook	خطاف	noun	easy
hopscotch	الحجلة	noun	hard
hostel	نزل	noun	medium
hotdog	نقانق	noun	medium
hourglass	الساعة الرملية	noun	hard
housewife	ربة منزل	noun	hard
hover	تحوم	verb	easy
huddle	تجمهر	noun	medium
hull	بدن	noun	easy
hunger	الجوع	verb	medium
hunter	صياد	verb	medium
hurdle	عقبة	noun	medium
hydrant	صنبور	noun	medium
icicle	جليد	noun	medium
icon	رمز	noun	easy
igloo	كوخ الإسكيمو	noun	easy
impact	تأثير	noun	medium
infant	رضيع	noun	medium
ink	حبر	noun	easy
inlet	مدخل	noun	easy
intro	مقدمة	noun	easy
ivy	لبلاب	noun	easy
jelly	هلام	adverb	easy
jewel	جوهرة	noun	easy
journal	مجلة	adjective	medium
keeper	حارس	verb	medium
khaki	الكاكي	noun	easy
kindergarten	روضة أطفال	verb	hard
kneel	يركع	noun	easy
knob	مقبض الباب	noun	easy
knot	عقدة	noun	easy
laptop	كمبيوتر محمول	noun	medium
lard	شحم الخنزير	noun	easy
lark	قبرة	noun	easy
latch	مزلاج	noun	easy
lawn	العشب	noun	easy
layer	طبقة	verb	easy
leap	خطوة	noun	easy
lemonade	عصير الليمون	noun	medium
license	رخصة	noun	medium
lily	زنبق	noun	easy
lipstick	أحمر الشفاه	noun	medium
litter	القمامة	verb	medium
lobby	ردهة	noun	easy
locket	المدلاة	noun	medium
lodge	لودج	noun	easy
lollipop	مصاصة	noun	medium
lotion	غسول	noun	medium
lounge	صالة	noun	medium
lumber	الخشب	verb	medium
lure	إغراء	noun	easy
maid	خادمة	noun	easy
makeup	ماكياج	noun	medium
margin	هامِش	noun	medium
marshmallow	مارشميلو	noun	hard
mason	ماسون	noun	easy
mercury	الزئبق	noun	medium
merry	مرح	noun	easy
mischief	الأذى	noun	medium
mitten	القفاز	verb	medium
mixer	خلاط	verb	easy
moat	خندق	noun	easy
mold	قالب	noun	easy
monk	راهب	noun	easy
mound	تل	noun	easy
movement	حركة	noun	medium
mulberry	التوت	noun	medium
mushroom	فطر	noun	medium
mutton	لحم الضأن	noun	medium
navy	البحرية	noun	easy
necklace	قلادة	noun	medium
needle	إبرة	noun	medium
nozzle	فوهة	noun	medium
nursery	حضانة	noun	medium
oat	شوفان نباتة	noun	easy
omelet	عجة البيض	noun	medium
orchid	الأوركيد	noun	medium
